target,distractor1,distractor2,distractor3,symbol,response,selected,context,trial,block,condition,participant,response.new,num.array,category
purple_3,green_3,red_3,blue_3,s1,incorrect,blue_3,c3,15,0,Dialogue,dg,0,4,purple
purple_4,red_4,blue_4,green_4,s1,incorrect,blue_4,c4,16,1,Dialogue,dg,0,4,purple
blue_3,green_3,red_3,purple_3,s2,correct,blue_3,c3,17,1,Dialogue,dg,1,4,blue
blue_4,green_4,purple_4,red_4,s2,correct,blue_4,c4,18,1,Dialogue,dg,1,4,blue
green_1,purple_1,red_1,blue_1,s16,incorrect,purple_1,c1,19,1,Dialogue,dg,0,4,green
red_3,green_3,blue_3,purple_3,s5,incorrect,purple_3,c3,20,1,Dialogue,dg,0,4,red
purple_1,blue_1,green_1,red_1,s1,incorrect,green_1,c1,21,1,Dialogue,dg,0,4,purple
red_4,green_4,purple_4,blue_4,s5,incorrect,green_4,c4,22,1,Dialogue,dg,0,4,red
purple_2,red_2,blue_2,green_2,s1,incorrect,blue_2,c2,23,1,Dialogue,dg,0,4,purple
blue_2,red_2,green_2,purple_2,s2,incorrect,green_2,c2,24,1,Dialogue,dg,0,4,blue
green_2,red_2,blue_2,purple_2,s16,correct,green_2,c2,25,1,Dialogue,dg,1,4,green
purple_3,blue_3,red_3,green_3,s1,incorrect,blue_3,c3,26,1,Dialogue,dg,0,4,purple
green_4,blue_4,purple_4,red_4,s16,correct,green_4,c4,27,1,Dialogue,dg,1,4,green
red_1,purple_1,green_1,blue_1,s5,incorrect,blue_1,c1,28,1,Dialogue,dg,0,4,red
blue_1,green_1,purple_1,red_1,s2,incorrect,green_1,c1,29,1,Dialogue,dg,0,4,blue
red_2,blue_2,purple_2,green_2,s5,incorrect,blue_2,c2,30,1,Dialogue,dg,0,4,red
green_3,purple_3,red_3,blue_3,s16,correct,green_3,c3,31,1,Dialogue,dg,1,4,green
green_3,purple_3,blue_3,red_3,s16,correct,green_3,c3,32,2,Dialogue,dg,1,4,green
green_1,red_1,purple_1,blue_1,s16,correct,green_1,c1,33,2,Dialogue,dg,1,4,green
green_2,blue_2,red_2,purple_2,s16,correct,green_2,c2,34,2,Dialogue,dg,1,4,green
green_4,blue_4,purple_4,red_4,s16,correct,green_4,c4,35,2,Dialogue,dg,1,4,green
red_1,blue_1,green_1,purple_1,s5,correct,red_1,c1,36,2,Dialogue,dg,1,4,red
blue_1,red_1,green_1,purple_1,s2,correct,blue_1,c1,37,2,Dialogue,dg,1,4,blue
purple_3,red_3,blue_3,green_3,s1,correct,purple_3,c3,38,2,Dialogue,dg,1,4,purple
blue_4,red_4,green_4,purple_4,s2,correct,blue_4,c4,39,2,Dialogue,dg,1,4,blue
red_3,blue_3,purple_3,green_3,s5,correct,red_3,c3,40,2,Dialogue,dg,1,4,red
blue_2,green_2,purple_2,red_2,s2,correct,blue_2,c2,41,2,Dialogue,dg,1,4,blue
red_2,green_2,purple_2,blue_2,s5,correct,red_2,c2,42,2,Dialogue,dg,1,4,red
purple_1,blue_1,red_1,green_1,s1,correct,purple_1,c1,43,2,Dialogue,dg,1,4,purple
purple_4,red_4,blue_4,green_4,s1,correct,purple_4,c4,44,2,Dialogue,dg,1,4,purple
red_4,blue_4,green_4,purple_4,s5,correct,red_4,c4,45,2,Dialogue,dg,1,4,red
purple_2,green_2,red_2,blue_2,s1,correct,purple_2,c2,46,2,Dialogue,dg,1,4,purple
blue_3,red_3,purple_3,green_3,s2,correct,blue_3,c3,47,2,Dialogue,dg,1,4,blue
blue_2,purple_2,green_2,red_2,s2,correct,blue_2,c2,48,3,Dialogue,dg,1,4,blue
green_3,purple_3,red_3,blue_3,s16,correct,green_3,c3,49,3,Dialogue,dg,1,4,green
purple_1,green_1,red_1,blue_1,s1,correct,purple_1,c1,50,3,Dialogue,dg,1,4,purple
red_2,blue_2,purple_2,green_2,s5,correct,red_2,c2,51,3,Dialogue,dg,1,4,red
green_2,blue_2,red_2,purple_2,s16,correct,green_2,c2,52,3,Dialogue,dg,1,4,green
purple_3,green_3,blue_3,red_3,s1,correct,purple_3,c3,53,3,Dialogue,dg,1,4,purple
green_4,purple_4,blue_4,red_4,s16,correct,green_4,c4,54,3,Dialogue,dg,1,4,green
red_3,green_3,purple_3,blue_3,s5,correct,red_3,c3,55,3,Dialogue,dg,1,4,red
green_1,purple_1,blue_1,red_1,s16,correct,green_1,c1,56,3,Dialogue,dg,1,4,green
blue_3,purple_3,red_3,green_3,s2,correct,blue_3,c3,57,3,Dialogue,dg,1,4,blue
red_1,green_1,blue_1,purple_1,s5,correct,red_1,c1,58,3,Dialogue,dg,1,4,red
blue_1,green_1,red_1,purple_1,s2,correct,blue_1,c1,59,3,Dialogue,dg,1,4,blue
red_4,green_4,blue_4,purple_4,s5,correct,red_4,c4,60,3,Dialogue,dg,1,4,red
purple_2,red_2,blue_2,green_2,s1,correct,purple_2,c2,61,3,Dialogue,dg,1,4,purple
blue_4,red_4,green_4,purple_4,s2,correct,blue_4,c4,62,3,Dialogue,dg,1,4,blue
purple_4,green_4,blue_4,red_4,s1,correct,purple_4,c4,63,3,Dialogue,dg,1,4,purple
green_1,blue_1,red_1,purple_1,s3,incorrect,red_1,c1,0,0,Dialogue,dh,0,4,green
red_1,blue_1,purple_1,green_1,s16,correct,red_1,c1,1,0,Dialogue,dh,1,4,red
green_2,blue_2,red_2,purple_2,s3,incorrect,blue_2,c2,2,0,Dialogue,dh,0,4,green
purple_2,blue_2,red_2,green_2,s10,incorrect,blue_2,c2,3,0,Dialogue,dh,0,4,purple
blue_4,purple_4,red_4,green_4,s15,incorrect,red_4,c4,4,0,Dialogue,dh,0,4,blue
blue_2,purple_2,green_2,red_2,s13,incorrect,purple_2,c2,5,0,Dialogue,dh,0,4,blue
purple_1,blue_1,green_1,red_1,s10,incorrect,green_1,c1,6,0,Dialogue,dh,0,4,purple
blue_3,red_3,green_3,purple_3,s16,incorrect,green_3,c3,7,0,Dialogue,dh,0,4,blue
red_4,green_4,purple_4,blue_4,s16,incorrect,purple_4,c4,8,0,Dialogue,dh,0,4,red
red_2,purple_2,blue_2,green_2,s16,incorrect,green_2,c2,9,0,Dialogue,dh,0,4,red
purple_4,blue_4,red_4,green_4,s10,incorrect,green_4,c4,10,0,Dialogue,dh,0,4,purple
green_3,purple_3,blue_3,red_3,s3,correct,green_3,c3,11,0,Dialogue,dh,1,4,green
red_3,blue_3,purple_3,green_3,s16,correct,red_3,c3,12,0,Dialogue,dh,1,4,red
green_4,blue_4,purple_4,red_4,s3,correct,green_4,c4,13,0,Dialogue,dh,1,4,green
purple_3,red_3,green_3,blue_3,s10,correct,purple_3,c3,14,0,Dialogue,dh,1,4,purple
blue_1,green_1,purple_1,red_1,s14,correct,blue_1,c1,15,0,Dialogue,dh,1,4,blue
blue_3,purple_3,red_3,green_3,s14,correct,blue_3,c3,16,1,Dialogue,dh,1,4,blue
green_3,purple_3,blue_3,red_3,s3,correct,green_3,c3,17,1,Dialogue,dh,1,4,green
red_4,purple_4,blue_4,green_4,s13,correct,red_4,c4,18,1,Dialogue,dh,1,4,red
green_4,blue_4,red_4,purple_4,s3,correct,green_4,c4,19,1,Dialogue,dh,1,4,green
blue_1,green_1,purple_1,red_1,s14,correct,blue_1,c1,20,1,Dialogue,dh,1,4,blue
green_2,red_2,purple_2,blue_2,s3,correct,green_2,c2,21,1,Dialogue,dh,1,4,green
red_2,purple_2,blue_2,green_2,s14,incorrect,blue_2,c2,22,1,Dialogue,dh,0,4,red
purple_1,blue_1,red_1,green_1,s10,correct,purple_1,c1,23,1,Dialogue,dh,1,4,purple
blue_4,green_4,purple_4,red_4,s14,correct,blue_4,c4,24,1,Dialogue,dh,1,4,blue
red_3,green_3,purple_3,blue_3,s13,correct,red_3,c3,25,1,Dialogue,dh,1,4,red
purple_2,red_2,green_2,blue_2,s10,correct,purple_2,c2,26,1,Dialogue,dh,1,4,purple
purple_3,green_3,blue_3,red_3,s10,correct,purple_3,c3,27,1,Dialogue,dh,1,4,purple
green_1,blue_1,purple_1,red_1,s3,correct,green_1,c1,28,1,Dialogue,dh,1,4,green
blue_2,green_2,purple_2,red_2,s14,correct,blue_2,c2,29,1,Dialogue,dh,1,4,blue
red_1,purple_1,green_1,blue_1,s13,correct,red_1,c1,30,1,Dialogue,dh,1,4,red
purple_4,green_4,red_4,blue_4,s10,correct,purple_4,c4,31,1,Dialogue,dh,1,4,purple
green_2,red_2,blue_2,purple_2,s3,incorrect,red_2,c2,32,2,Dialogue,dh,0,4,green
red_2,purple_2,blue_2,green_2,s13,incorrect,green_2,c2,33,2,Dialogue,dh,0,4,red
red_3,purple_3,blue_3,green_3,s13,correct,red_3,c3,34,2,Dialogue,dh,1,4,red
blue_1,green_1,purple_1,red_1,s14,correct,blue_1,c1,35,2,Dialogue,dh,1,4,blue
blue_3,purple_3,green_3,red_3,s14,correct,blue_3,c3,36,2,Dialogue,dh,1,4,blue
red_1,purple_1,green_1,blue_1,s13,incorrect,green_1,c1,37,2,Dialogue,dh,0,4,red
purple_3,red_3,blue_3,green_3,s10,correct,purple_3,c3,38,2,Dialogue,dh,1,4,purple
green_4,blue_4,purple_4,red_4,s3,correct,green_4,c4,39,2,Dialogue,dh,1,4,green
red_4,purple_4,green_4,blue_4,s13,correct,red_4,c4,40,2,Dialogue,dh,1,4,red
green_3,blue_3,purple_3,red_3,s3,correct,green_3,c3,41,2,Dialogue,dh,1,4,green
purple_2,green_2,red_2,blue_2,s10,correct,purple_2,c2,42,2,Dialogue,dh,1,4,purple
blue_4,red_4,green_4,purple_4,s14,correct,blue_4,c4,43,2,Dialogue,dh,1,4,blue
purple_4,blue_4,green_4,red_4,s10,correct,purple_4,c4,44,2,Dialogue,dh,1,4,purple
blue_2,green_2,purple_2,red_2,s14,correct,blue_2,c2,45,2,Dialogue,dh,1,4,blue
green_1,blue_1,red_1,purple_1,s3,incorrect,red_1,c1,46,2,Dialogue,dh,0,4,green
purple_1,green_1,blue_1,red_1,s10,correct,purple_1,c1,47,2,Dialogue,dh,1,4,purple
purple_4,red_4,blue_4,green_4,s10,correct,purple_4,c4,48,3,Dialogue,dh,1,4,purple
purple_1,blue_1,green_1,red_1,s10,correct,purple_1,c1,49,3,Dialogue,dh,1,4,purple
red_3,purple_3,green_3,blue_3,s13,correct,red_3,c3,50,3,Dialogue,dh,1,4,red
purple_2,green_2,red_2,blue_2,s10,correct,purple_2,c2,51,3,Dialogue,dh,1,4,purple
green_4,purple_4,red_4,blue_4,s3,correct,green_4,c4,52,3,Dialogue,dh,1,4,green
red_4,green_4,purple_4,blue_4,s13,correct,red_4,c4,53,3,Dialogue,dh,1,4,red
blue_4,green_4,red_4,purple_4,s14,correct,blue_4,c4,54,3,Dialogue,dh,1,4,blue
purple_3,green_3,red_3,blue_3,s10,correct,purple_3,c3,55,3,Dialogue,dh,1,4,purple
green_3,purple_3,blue_3,red_3,s3,incorrect,red_3,c3,56,3,Dialogue,dh,0,4,green
blue_1,purple_1,red_1,green_1,s14,correct,blue_1,c1,57,3,Dialogue,dh,1,4,blue
green_2,blue_2,purple_2,red_2,s3,correct,green_2,c2,58,3,Dialogue,dh,1,4,green
green_1,purple_1,red_1,blue_1,s3,correct,green_1,c1,59,3,Dialogue,dh,1,4,green
blue_3,red_3,green_3,purple_3,s14,correct,blue_3,c3,60,3,Dialogue,dh,1,4,blue
blue_2,red_2,green_2,purple_2,s14,correct,blue_2,c2,61,3,Dialogue,dh,1,4,blue
red_1,green_1,blue_1,purple_1,s13,correct,red_1,c1,62,3,Dialogue,dh,1,4,red
red_2,blue_2,green_2,purple_2,s13,correct,red_2,c2,63,3,Dialogue,dh,1,4,red
blue_2,purple_2,green_2,red_2,s2,incorrect,red_2,c2,0,0,Dialogue,di,0,4,blue
red_1,green_1,purple_1,blue_1,s3,incorrect,blue_1,c1,1,0,Dialogue,di,0,4,red
green_1,purple_1,red_1,blue_1,s1,incorrect,purple_1,c1,2,0,Dialogue,di,0,4,green
red_2,blue_2,green_2,purple_2,s4,incorrect,green_2,c2,3,0,Dialogue,di,0,4,red
blue_1,purple_1,red_1,green_1,s2,incorrect,green_1,c1,4,0,Dialogue,di,0,4,blue
red_4,blue_4,green_4,purple_4,s3,incorrect,purple_4,c4,5,0,Dialogue,di,0,4,red
green_4,blue_4,red_4,purple_4,s1,incorrect,blue_4,c4,6,0,Dialogue,di,0,4,green
purple_1,red_1,green_1,blue_1,s6,correct,purple_1,c1,7,0,Dialogue,di,1,4,purple
red_3,green_3,purple_3,blue_3,s3,correct,red_3,c3,8,0,Dialogue,di,1,4,red
blue_3,red_3,purple_3,green_3,s2,incorrect,green_3,c3,9,0,Dialogue,di,0,4,blue
blue_4,red_4,green_4,purple_4,s2,correct,blue_4,c4,10,0,Dialogue,di,1,4,blue
purple_3,green_3,red_3,blue_3,s6,correct,purple_3,c3,11,0,Dialogue,di,1,4,purple
green_3,blue_3,purple_3,red_3,s1,incorrect,red_3,c3,12,0,Dialogue,di,0,4,green
purple_4,red_4,blue_4,green_4,s6,correct,purple_4,c4,13,0,Dialogue,di,1,4,purple
purple_2,green_2,red_2,blue_2,s6,correct,purple_2,c2,14,0,Dialogue,di,1,4,purple
green_2,blue_2,purple_2,red_2,s1,correct,green_2,c2,15,0,Dialogue,di,1,4,green
green_2,red_2,purple_2,blue_2,s1,correct,green_2,c2,16,1,Dialogue,di,1,4,green
red_1,purple_1,blue_1,green_1,s3,correct,red_1,c1,17,1,Dialogue,di,1,4,red
purple_2,red_2,blue_2,green_2,s6,correct,purple_2,c2,18,1,Dialogue,di,1,4,purple
red_2,purple_2,blue_2,green_2,s3,correct,red_2,c2,19,1,Dialogue,di,1,4,red
purple_1,green_1,red_1,blue_1,s6,correct,purple_1,c1,20,1,Dialogue,di,1,4,purple
green_1,red_1,purple_1,blue_1,s1,correct,green_1,c1,21,1,Dialogue,di,1,4,green
blue_3,red_3,green_3,purple_3,s2,correct,blue_3,c3,22,1,Dialogue,di,1,4,blue
purple_4,green_4,red_4,blue_4,s6,correct,purple_4,c4,23,1,Dialogue,di,1,4,purple
red_3,green_3,purple_3,blue_3,s3,correct,red_3,c3,24,1,Dialogue,di,1,4,red
blue_1,green_1,red_1,purple_1,s2,incorrect,green_1,c1,25,1,Dialogue,di,0,4,blue
green_3,purple_3,blue_3,red_3,s1,incorrect,red_3,c3,26,1,Dialogue,di,0,4,green
purple_3,red_3,blue_3,green_3,s6,correct,purple_3,c3,27,1,Dialogue,di,1,4,purple
blue_4,purple_4,green_4,red_4,s2,incorrect,green_4,c4,28,1,Dialogue,di,0,4,blue
green_4,blue_4,purple_4,red_4,s1,incorrect,blue_4,c4,29,1,Dialogue,di,0,4,green
blue_2,green_2,purple_2,red_2,s2,correct,blue_2,c2,30,1,Dialogue,di,1,4,blue
red_4,blue_4,purple_4,green_4,s3,correct,red_4,c4,31,1,Dialogue,di,1,4,red
green_3,purple_3,red_3,blue_3,s1,incorrect,blue_3,c3,32,2,Dialogue,di,0,4,green
blue_4,purple_4,green_4,red_4,s2,incorrect,green_4,c4,33,2,Dialogue,di,0,4,blue
red_2,purple_2,green_2,blue_2,s3,correct,red_2,c2,34,2,Dialogue,di,1,4,red
red_1,blue_1,purple_1,green_1,s3,incorrect,blue_1,c1,35,2,Dialogue,di,0,4,red
green_4,blue_4,red_4,purple_4,s1,correct,green_4,c4,36,2,Dialogue,di,1,4,green
purple_4,green_4,red_4,blue_4,s6,correct,purple_4,c4,37,2,Dialogue,di,1,4,purple
green_1,red_1,blue_1,purple_1,s1,correct,green_1,c1,38,2,Dialogue,di,1,4,green
blue_3,purple_3,red_3,green_3,s2,incorrect,red_3,c3,39,2,Dialogue,di,0,4,blue
purple_1,blue_1,red_1,green_1,s6,correct,purple_1,c1,40,2,Dialogue,di,1,4,purple
green_2,purple_2,red_2,blue_2,s1,correct,green_2,c2,41,2,Dialogue,di,1,4,green
purple_3,red_3,green_3,blue_3,s6,correct,purple_3,c3,42,2,Dialogue,di,1,4,purple
blue_1,red_1,green_1,purple_1,s2,incorrect,red_1,c1,43,2,Dialogue,di,0,4,blue
red_3,blue_3,green_3,purple_3,s3,correct,red_3,c3,44,2,Dialogue,di,1,4,red
blue_2,green_2,red_2,purple_2,s2,correct,blue_2,c2,45,2,Dialogue,di,1,4,blue
purple_2,blue_2,green_2,red_2,s6,correct,purple_2,c2,46,2,Dialogue,di,1,4,purple
red_4,blue_4,green_4,purple_4,s3,correct,red_4,c4,47,2,Dialogue,di,1,4,red
blue_1,red_1,purple_1,green_1,s2,correct,blue_1,c1,48,3,Dialogue,di,1,4,blue
purple_4,green_4,blue_4,red_4,s6,correct,purple_4,c4,49,3,Dialogue,di,1,4,purple
red_2,blue_2,purple_2,green_2,s3,correct,red_2,c2,50,3,Dialogue,di,1,4,red
green_1,red_1,purple_1,blue_1,s1,correct,green_1,c1,51,3,Dialogue,di,1,4,green
red_4,green_4,blue_4,purple_4,s3,correct,red_4,c4,52,3,Dialogue,di,1,4,red
blue_2,green_2,purple_2,red_2,s2,correct,blue_2,c2,53,3,Dialogue,di,1,4,blue
blue_3,green_3,purple_3,red_3,s2,correct,blue_3,c3,54,3,Dialogue,di,1,4,blue
red_3,blue_3,purple_3,green_3,s3,correct,red_3,c3,55,3,Dialogue,di,1,4,red
green_2,purple_2,blue_2,red_2,s1,correct,green_2,c2,56,3,Dialogue,di,1,4,green
green_3,red_3,blue_3,purple_3,s1,correct,green_3,c3,57,3,Dialogue,di,1,4,green
purple_1,blue_1,green_1,red_1,s6,correct,purple_1,c1,58,3,Dialogue,di,1,4,purple
purple_3,green_3,red_3,blue_3,s6,correct,purple_3,c3,59,3,Dialogue,di,1,4,purple
green_4,purple_4,red_4,blue_4,s1,correct,green_4,c4,60,3,Dialogue,di,1,4,green
red_1,purple_1,green_1,blue_1,s3,incorrect,green_1,c1,61,3,Dialogue,di,0,4,red
purple_2,red_2,blue_2,green_2,s6,correct,purple_2,c2,62,3,Dialogue,di,1,4,purple
blue_4,green_4,red_4,purple_4,s2,correct,blue_4,c4,63,3,Dialogue,di,1,4,blue
blue_3,green_3,red_3,purple_3,s2,incorrect,purple_3,c3,0,0,Dialogue,dj,0,4,blue
blue_4,red_4,green_4,purple_4,s13,incorrect,green_4,c4,1,0,Dialogue,dj,0,4,blue
red_2,blue_2,purple_2,green_2,s2,correct,red_2,c2,2,0,Dialogue,dj,1,4,red
purple_2,blue_2,green_2,red_2,s6,correct,purple_2,c2,3,0,Dialogue,dj,1,4,purple
blue_1,red_1,purple_1,green_1,s1,correct,blue_1,c1,4,0,Dialogue,dj,1,4,blue
purple_4,red_4,green_4,blue_4,s6,correct,purple_4,c4,5,0,Dialogue,dj,1,4,purple
blue_2,green_2,red_2,purple_2,s1,incorrect,green_2,c2,6,0,Dialogue,dj,0,4,blue
green_2,blue_2,purple_2,red_2,s10,correct,green_2,c2,7,0,Dialogue,dj,1,4,green
green_3,blue_3,red_3,purple_3,s10,incorrect,blue_3,c3,8,0,Dialogue,dj,0,4,green
green_4,red_4,purple_4,blue_4,s12,correct,green_4,c4,9,0,Dialogue,dj,1,4,green
purple_3,red_3,blue_3,green_3,s11,incorrect,blue_3,c3,10,0,Dialogue,dj,0,4,purple
red_3,purple_3,green_3,blue_3,s13,incorrect,green_3,c3,11,0,Dialogue,dj,0,4,red
red_1,blue_1,purple_1,green_1,s4,incorrect,blue_1,c1,12,0,Dialogue,dj,0,4,red
purple_1,blue_1,red_1,green_1,s13,incorrect,green_1,c1,13,0,Dialogue,dj,0,4,purple
red_4,blue_4,purple_4,green_4,s8,incorrect,purple_4,c4,14,0,Dialogue,dj,0,4,red
green_1,red_1,blue_1,purple_1,s16,correct,green_1,c1,15,0,Dialogue,dj,1,4,green
green_1,purple_1,red_1,blue_1,s12,incorrect,purple_1,c1,16,1,Dialogue,dj,0,4,green
blue_2,purple_2,green_2,red_2,s10,correct,blue_2,c2,17,1,Dialogue,dj,1,4,blue
red_2,purple_2,green_2,blue_2,s2,correct,red_2,c2,18,1,Dialogue,dj,1,4,red
red_1,blue_1,purple_1,green_1,s8,incorrect,purple_1,c1,19,1,Dialogue,dj,0,4,red
green_2,purple_2,red_2,blue_2,s7,incorrect,purple_2,c2,20,1,Dialogue,dj,0,4,green
green_4,blue_4,red_4,purple_4,s7,incorrect,purple_4,c4,21,1,Dialogue,dj,0,4,green
purple_2,red_2,green_2,blue_2,s8,incorrect,green_2,c2,22,1,Dialogue,dj,0,4,purple
red_3,blue_3,purple_3,green_3,s2,correct,red_3,c3,23,1,Dialogue,dj,1,4,red
purple_1,green_1,red_1,blue_1,s1,incorrect,red_1,c1,24,1,Dialogue,dj,0,4,purple
blue_1,purple_1,green_1,red_1,s5,correct,blue_1,c1,25,1,Dialogue,dj,1,4,blue
purple_4,red_4,green_4,blue_4,s10,correct,purple_4,c4,26,1,Dialogue,dj,1,4,purple
blue_4,green_4,purple_4,red_4,s11,correct,blue_4,c4,27,1,Dialogue,dj,1,4,blue
purple_3,blue_3,green_3,red_3,s15,incorrect,blue_3,c3,28,1,Dialogue,dj,0,4,purple
red_4,green_4,purple_4,blue_4,s15,incorrect,purple_4,c4,29,1,Dialogue,dj,0,4,red
blue_3,green_3,purple_3,red_3,s2,incorrect,red_3,c3,30,1,Dialogue,dj,0,4,blue
green_3,red_3,blue_3,purple_3,s2,incorrect,red_3,c3,31,1,Dialogue,dj,0,4,green
red_4,green_4,purple_4,blue_4,s15,incorrect,green_4,c4,32,2,Dialogue,dj,0,4,red
red_2,purple_2,blue_2,green_2,s4,incorrect,blue_2,c2,33,2,Dialogue,dj,0,4,red
blue_2,red_2,purple_2,green_2,s13,correct,blue_2,c2,34,2,Dialogue,dj,1,4,blue
purple_4,red_4,blue_4,green_4,s15,incorrect,green_4,c4,35,2,Dialogue,dj,0,4,purple
green_4,purple_4,blue_4,red_4,s6,incorrect,purple_4,c4,36,2,Dialogue,dj,0,4,green
red_1,blue_1,purple_1,green_1,s9,incorrect,blue_1,c1,37,2,Dialogue,dj,0,4,red
red_3,green_3,blue_3,purple_3,s5,incorrect,blue_3,c3,38,2,Dialogue,dj,0,4,red
green_2,purple_2,red_2,blue_2,s2,incorrect,red_2,c2,39,2,Dialogue,dj,0,4,green
blue_4,purple_4,red_4,green_4,s1,incorrect,green_4,c4,40,2,Dialogue,dj,0,4,blue
blue_1,green_1,red_1,purple_1,s8,correct,blue_1,c1,41,2,Dialogue,dj,1,4,blue
green_3,blue_3,purple_3,red_3,s15,incorrect,purple_3,c3,42,2,Dialogue,dj,0,4,green
purple_2,green_2,red_2,blue_2,s10,correct,purple_2,c2,43,2,Dialogue,dj,1,4,purple
purple_1,red_1,blue_1,green_1,s12,incorrect,blue_1,c1,44,2,Dialogue,dj,0,4,purple
blue_3,red_3,green_3,purple_3,s14,incorrect,green_3,c3,45,2,Dialogue,dj,0,4,blue
purple_3,green_3,red_3,blue_3,s10,incorrect,green_3,c3,46,2,Dialogue,dj,0,4,purple
green_1,blue_1,purple_1,red_1,s4,incorrect,red_1,c1,47,2,Dialogue,dj,0,4,green
red_3,purple_3,green_3,blue_3,s3,incorrect,blue_3,c3,48,3,Dialogue,dj,0,4,red
purple_3,blue_3,red_3,green_3,s10,incorrect,blue_3,c3,49,3,Dialogue,dj,0,4,purple
green_2,red_2,purple_2,blue_2,s12,incorrect,purple_2,c2,50,3,Dialogue,dj,0,4,green
purple_1,red_1,blue_1,green_1,s4,incorrect,blue_1,c1,51,3,Dialogue,dj,0,4,purple
purple_2,red_2,green_2,blue_2,s5,incorrect,blue_2,c2,52,3,Dialogue,dj,0,4,purple
blue_1,red_1,green_1,purple_1,s12,incorrect,green_1,c1,53,3,Dialogue,dj,0,4,blue
blue_3,purple_3,green_3,red_3,s1,incorrect,red_3,c3,54,3,Dialogue,dj,0,4,blue
purple_4,blue_4,green_4,red_4,s11,correct,purple_4,c4,55,3,Dialogue,dj,1,4,purple
red_4,purple_4,green_4,blue_4,s8,incorrect,blue_4,c4,56,3,Dialogue,dj,0,4,red
blue_4,green_4,red_4,purple_4,s11,incorrect,red_4,c4,57,3,Dialogue,dj,0,4,blue
blue_2,purple_2,green_2,red_2,s1,incorrect,green_2,c2,58,3,Dialogue,dj,0,4,blue
green_4,purple_4,blue_4,red_4,s4,incorrect,red_4,c4,59,3,Dialogue,dj,0,4,green
green_3,blue_3,red_3,purple_3,s3,incorrect,blue_3,c3,60,3,Dialogue,dj,0,4,green
red_2,blue_2,green_2,purple_2,s6,incorrect,blue_2,c2,61,3,Dialogue,dj,0,4,red
red_1,blue_1,green_1,purple_1,s6,incorrect,purple_1,c1,62,3,Dialogue,dj,0,4,red
green_1,blue_1,purple_1,red_1,s1,correct,green_1,c1,63,3,Dialogue,dj,1,4,green
purple_1,green_1,red_1,blue_1,s14,incorrect,green_1,c1,0,0,Dialogue,dk,0,4,purple
red_2,blue_2,purple_2,green_2,s15,incorrect,green_2,c2,1,0,Dialogue,dk,0,4,red
blue_3,green_3,red_3,purple_3,s2,correct,blue_3,c3,2,0,Dialogue,dk,1,4,blue
red_4,green_4,purple_4,blue_4,s9,incorrect,blue_4,c4,3,0,Dialogue,dk,0,4,red
green_4,red_4,blue_4,purple_4,s13,incorrect,red_4,c4,4,0,Dialogue,dk,0,4,green
red_3,green_3,purple_3,blue_3,s1,incorrect,blue_3,c3,5,0,Dialogue,dk,0,4,red
purple_3,red_3,blue_3,green_3,s15,incorrect,blue_3,c3,6,0,Dialogue,dk,0,4,purple
blue_2,purple_2,green_2,red_2,s2,incorrect,green_2,c2,7,0,Dialogue,dk,0,4,blue
red_1,blue_1,purple_1,green_1,s1,incorrect,purple_1,c1,8,0,Dialogue,dk,0,4,red
green_2,blue_2,red_2,purple_2,s13,incorrect,blue_2,c2,9,0,Dialogue,dk,0,4,green
purple_4,red_4,green_4,blue_4,s15,incorrect,green_4,c4,10,0,Dialogue,dk,0,4,purple
blue_4,red_4,green_4,purple_4,s2,incorrect,purple_4,c4,11,0,Dialogue,dk,0,4,blue
blue_1,purple_1,red_1,green_1,s2,incorrect,purple_1,c1,12,0,Dialogue,dk,0,4,blue
green_1,purple_1,red_1,blue_1,s13,incorrect,red_1,c1,13,0,Dialogue,dk,0,4,green
purple_2,green_2,red_2,blue_2,s15,incorrect,blue_2,c2,14,0,Dialogue,dk,0,4,purple
green_3,purple_3,red_3,blue_3,s13,incorrect,blue_3,c3,15,0,Dialogue,dk,0,4,green
purple_3,red_3,blue_3,green_3,s15,incorrect,red_3,c3,16,1,Dialogue,dk,0,4,purple
purple_2,green_2,blue_2,red_2,s15,incorrect,green_2,c2,17,1,Dialogue,dk,0,4,purple
blue_4,red_4,purple_4,green_4,s2,correct,blue_4,c4,18,1,Dialogue,dk,1,4,blue
blue_1,purple_1,red_1,green_1,s2,correct,blue_1,c1,19,1,Dialogue,dk,1,4,blue
green_1,purple_1,blue_1,red_1,s13,incorrect,red_1,c1,20,1,Dialogue,dk,0,4,green
blue_3,green_3,red_3,purple_3,s2,correct,blue_3,c3,21,1,Dialogue,dk,1,4,blue
red_2,purple_2,green_2,blue_2,s1,incorrect,purple_2,c2,22,1,Dialogue,dk,0,4,red
purple_1,red_1,blue_1,green_1,s15,incorrect,green_1,c1,23,1,Dialogue,dk,0,4,purple
green_3,red_3,blue_3,purple_3,s13,correct,green_3,c3,24,1,Dialogue,dk,1,4,green
blue_2,purple_2,green_2,red_2,s2,correct,blue_2,c2,25,1,Dialogue,dk,1,4,blue
purple_4,blue_4,green_4,red_4,s15,correct,purple_4,c4,26,1,Dialogue,dk,1,4,purple
red_4,purple_4,blue_4,green_4,s1,incorrect,green_4,c4,27,1,Dialogue,dk,0,4,red
green_2,red_2,blue_2,purple_2,s13,correct,green_2,c2,28,1,Dialogue,dk,1,4,green
